STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,Q,Financing source,F,Financing scheme,UNIT,Measurement unit,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation value (DotStat),DIFF_REGION_STATE,Date of spatial reference,DIFF_LAST_UPDATE,Update date,DIFF_EMBARGO_DATE,Date of publication,DIFF_DB_STATE,Database state,MULT,Unit Multiplier,OBS_STATUS,Code list for Observation Status,DECIMALS,Decimals,DIFF_REGION_REF,Spatial reference
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2011,,122.481,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2012,,123.017,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2013,,122.1,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2014,,123.533,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2015,,124.128,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2016,,127.747,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2017,,129.029,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2018,,131.671,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2019,,133.102,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2020,,133.906,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2021,,134.766,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2022,,137.134,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_7,Supplementary benefits to disability insurance,CHF,Swiss franc,A,Annual,2023,,135.9,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2010,,17933.404,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2011,,19397.606,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2012,,21858.577,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2013,,22358.53,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2014,,22376.794,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2015,,23210.999,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2016,,24557.997,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2017,,25828.982,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2018,,26809.442,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2019,,27143.309,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2020,,27123.875,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2021,,27401.728,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2022,,27770.022,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_2_1,Compulsory health insurance,CHF,Swiss franc,A,Annual,2023,,29472.749,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2010,,11495.117,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2011,,11453.628,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2012,,11723.07,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2013,,11769.592,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2014,,11956.363,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2015,,11879.785,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2016,,11686.431,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2017,,12235.058,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2018,,12654.873,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2019,,13037.718,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2020,,12506.929,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2021,,14006.424,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2022,,14719.628,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_4,Private households,F_4_3,Self-payments without cost sharing,CHF,Swiss franc,A,Annual,2023,,15215.268,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2010,,101.904,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2011,,106.257,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2012,,111.949,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2013,,129.835,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2014,,130.99,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2015,,149.294,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2016,,153.385,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2017,,145.822,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2018,,136.354,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2019,,138.891,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2020,,126.696,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2021,,119.995,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2022,,117.747,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_4_2,"Self-payments, private cost sharing",CHF,Swiss franc,A,Annual,2023,,129.856,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2010,,1584.487,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2011,,1853.976,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2012,,1948.648,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2013,,2085.644,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2014,,1960.468,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2015,,2156.272,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2016,,2227.666,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2017,,2248.202,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2018,,2332.016,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2019,,2626.221,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2020,,2698.07,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2021,,2769.458,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2022,,2890.047,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_3,Communes,_T,Total,CHF,Swiss franc,A,Annual,2023,,2983.182,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2010,,263.039,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2011,,232.285,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2012,,246.493,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2013,,245.918,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2014,,228.164,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2015,,222.243,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2016,,234.843,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2017,,271.606,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2018,,184.278,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2019,,176.881,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2020,,1026.241,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2021,,2148.346,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2022,,2076.358,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_1_1,Confederation,CHF,Swiss franc,A,Annual,2023,,397.708,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
